freq,indic_ur,cities\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 
A,DE1001V,UK074C	226600 	228000 	229794 	231774 	233054 b	234691 	: 	: 	: 	: 
A,DE1001V,UK075C	238000 	240500 	243827 	247170 	249727 b	252870 	: 	: 	: 	: 
A,DE1001V,UK076C	220400 	220700 	221232 	222441 	223614 b	224658 	: 	: 	: 	: 
A,DE1001V,UK077C	229300 	231300 	232873 	233981 	234852 b	235932 	: 	: 	: 	: 
A,DE1001V,UK078C	254000 	257500 	260504 	263121 	266881 b	268064 	: 	: 	: 	: 
A,DE1001V,UK079C	212100 	212500 	213579 	215180 	217405 b	219230 	: 	: 	: 	: 
A,DE1001V,UK080C	208100 	209400 	210168 	211104 	213050 b	214421 	: 	: 	: 	: 
A,DE1001V,UK081C	215700 	218100 	220979 	223968 	225078 b	225401 	: 	: 	: 	: 
A,DE1001V,UK082C	201800 	202400 	202619 	202901 	204024 b	205229 	: 	: 	: 	: 
A,DE1001V,UK083C	200100 	200300 	200751 	201294 	202524 b	202464 	: 	: 	: 	: 
A,DE1001V,UK084C	204400 	205800 	207062 	208252 	209339 b	209626 	: 	: 	: 	: 
A,DE1001V,UK085C	206900 	209500 	212836 	215751 	215286 b	214384 	: 	: 	: 	: 
A,DE1001V,UK086C	201200 	203400 	205648 	207612 	207542 b	209028 	: 	: 	: 	: 
A,DE1001V,UK087C	186400 	187000 	187679 	188277 	189066 b	189868 	: 	: 	: 	: 
A,DE1001V,UK088C	213000 	214900 	216480 	217533 	219472 b	221180 	: 	: 	: 	: 
A,DE1001V,UK089C	192800 	193700 	194461 	195242 	196223 b	196850 	: 	: 	: 	: 
A,DE1001V,UK090C	176200 	176700 	177400 	178034 	178906 b	179690 	: 	: 	: 	: 
A,DE1001V,UK091C	177400 	179400 	181121 	182550 	184124 b	185171 	: 	: 	: 	: 
A,DE1001V,UK092C	187700 	190100 	192953 	196087 	194203 b	194554 	: 	: 	: 	: 
A,DE1001V,UK093C	175300 	176900 	178317 	179251 	181207 b	182136 	: 	: 	: 	: 
A,DE1001V,UK094C	168100 	168900 	170300 	172068 	174748 b	176784 	: 	: 	: 	: 
A,DE1001V,UK095C	159800 	159800 	159687 	159357 	159827 b	159824 	: 	: 	: 	: 
A,DE1001V,UK096C	169800 	170900 	172136 	173364 	175196 b	176637 	: 	: 	: 	: 
A,DE1001V,UK097C	187400 	189400 	192221 	195538 	197825 b	199978 	: 	: 	: 	: 
A,DE1001V,UK098C	176800 	179000 	182180 	185287 	188866 b	191311 	: 	: 	: 	: 
A,DE1001V,UK099C	148500 	148600 	148706 	149045 	149375 b	149910 	: 	: 	: 	: 
A,DE1001V,UK100C	171200 	172400 	173363 	174222 	175282 b	175533 	: 	: 	: 	: 
A,DE1001V,UK101C	160300 	162700 	165088 	167502 	169363 b	170768 	: 	: 	: 	: 
A,DE1001V,UK102C	148000 	148200 	148170 	148240 	148490 	148730 	: 	: 	: 	: 
A,DE1001V,UK103C	157000 	157400 	158075 	158920 	159755 	160235 	: 	: 	: 	: 
A,DE1001V,UK104C	158200 	160000 	161282 	162203 	162888 b	163139 	: 	: 	: 	: 
A,DE1001V,UK105C	141700 	141000 	140040 	139387 	139927 b	139588 	: 	: 	: 	: 
A,DE1001V,UK106C	158300 	160600 	163159 	165430 	166725 b	168843 	: 	: 	: 	: 
A,DE1001V,UK107C	147500 	149000 	150546 	152021 	152881 b	153798 	: 	: 	: 	: 
A,DE1001V,UK108C	147500 	147100 	146795 	146948 	148617 b	148857 	: 	: 	: 	: 
A,DE1001V,UK109C	146300 	146700 	147305 	148459 	150482 b	152394 	: 	: 	: 	: 
A,DE1001V,UK110C	138800 	139000 	139314 	139954 	140483 b	140592 	: 	: 	: 	: 
A,DE1001V,UK111C	153700 	156400 	158786 	160433 	154937 b	154455 	: 	: 	: 	: 
A,DE1001V,UK112C	131800 	132500 	133179 	133628 	134827 b	135514 	: 	: 	: 	: 
A,DE1001V,UK113C	140500 	140400 	140877 	141552 	141185 b	141582 	: 	: 	: 	: 
A,DE1001V,UK114C	142500 	144000 	145316 	146040 	147060 b	147234 	: 	: 	: 	: 
A,DE1001V,UK115C	138600 	138900 	139664 	140171 	139885 b	141383 	: 	: 	: 	: 
A,DE1001V,UK116C	124700 	125600 	126549 	127756 	128545 b	129227 	: 	: 	: 	: 
A,DE1001V,UK117C	135100 	136700 	138172 	139957 	140109 b	140745 	: 	: 	: 	: 
A,DE1001V,UK118C	142400 	143800 	145155 	146458 	148252 b	148940 	: 	: 	: 	: 
A,DE1001V,UK119C	330600 	331600 	333064 	334799 	336855 b	339244 	: 	: 	: 	: 
A,DE1001V,UK120C	134600 	134800 	135283 	135754 	138498 b	138006 	: 	: 	: 	: 
A,DE1001V,UK121C	116000 	116200 	116638 	117156 	117173 b	117109 	: 	: 	: 	: 
A,DE1001V,UK122C	124000 	125100 	126404 	127823 	128719 b	129184 	: 	: 	: 	: 
A,DE1001V,UK123C	115800 	117300 	118504 	119215 	120054 b	121027 	: 	: 	: 	: 
A,DE1001V,UK124C	108000 	108000 	108089 	108282 	108331 b	108331 	: 	: 	: 	: 
A,DE1001V,UK125C	108600 	109400 	110374 	111120 	111605 b	112056 	: 	: 	: 	: 
A,DE1001V,UK126C	: 	: 	95954 	96588 	96626 b	96721 	: 	: 	: 	: 
A,DE1001V,UK127C	: 	: 	84480 	85018 	85501 b	85396 	: 	: 	: 	: 
A,DE1001V,UK128C	: 	: 	128952 	129331 	130022 b	131159 	: 	: 	: 	: 
A,DE1001V,UK129C	: 	: 	95319 	95835 	95954 b	95480 	: 	: 	: 	: 
A,DE1001V,UK130C	: 	: 	102972 	103629 	105821 b	106772 	: 	: 	: 	: 
A,DE1001V,UK131C	: 	: 	66144 	67521 	68918 b	70184 	: 	: 	: 	: 
A,DE1001V,UK132C	: 	: 	97298 	98326 	99600 b	100759 	: 	: 	: 	: 
A,DE1001V,UK133C	: 	: 	: 	79330 	78960 	78455 	: 	: 	: 	: 
A,DE1001V,UK134C	: 	: 	: 	175245 	176380 	177310 	: 	: 	: 	: 
A,DE1001V,UK135C	148626 	148915 	149336 b	149808 	150320 	150588 	: 	: 	: 	: 
